v_primary_V,v_secondary_V,i_load_A,temp_oil_C,temp_winding_C,temp_ambient_C,oil_level_pct,v_ratio_dev_pct,load_pct,delta_temp_C,apparent_power_VA,fault_label,fault_name
171.54,7.65,2.992,46.01,61.6,30.56,79.71,14.472,14.96,15.59,22.9,4,Voltage_Fault
228.43,12.4,2.912,57.11,69.57,33.65,48.77,4.066,14.56,12.46,36.12,2,Low_Oil_Level
201.92,9.32,2.96,44.42,64.25,33.6,81.19,11.578,14.8,19.83,27.57,4,Voltage_Fault
207.47,8.18,10.865,60.4,73.76,28.75,87.65,24.388,54.33,13.36,88.93,3,Overcurrent_Short_Circuit
200.41,9.23,3.021,43.48,61.43,35.07,84.44,11.719,15.1,17.95,27.88,4,Voltage_Fault
230.44,12.04,5.507,64.45,87.65,30.74,85.03,0.145,27.54,23.21,66.31,1,Overheating
228.99,12.01,3.271,40.51,58.26,33.97,81.7,0.501,16.36,17.75,39.28,0,Normal
219.69,9.03,11.395,58.61,71.43,34.76,83.1,21.22,56.98,12.82,102.9,3,Overcurrent_Short_Circuit
230.22,12.13,3.141,43.11,50.12,29.48,81.06,0.962,15.71,7.01,38.09,0,Normal
250.0,13.25,2.957,48.5,73.88,36.99,89.26,1.54,14.78,25.38,39.18,4,Voltage_Fault
211.3,7.67,8.137,54.64,85.67,34.31,88.58,30.385,40.68,31.03,62.45,3,Overcurrent_Short_Circuit
228.68,12.13,2.566,60.5,74.49,28.15,28.17,1.701,12.83,13.99,31.13,2,Low_Oil_Level
231.28,12.01,2.93,53.98,70.72,32.76,42.14,0.433,14.65,16.74,35.21,2,Low_Oil_Level
250.0,13.26,3.197,40.71,60.53,32.41,82.04,1.361,15.99,19.81,42.39,4,Voltage_Fault
210.88,8.39,11.092,60.55,75.56,34.2,81.7,23.724,55.46,15.01,93.09,3,Overcurrent_Short_Circuit
220.25,8.63,8.685,64.53,98.24,29.55,81.21,24.933,43.43,33.71,74.92,3,Overcurrent_Short_Circuit
231.69,12.25,3.351,59.29,70.95,31.31,30.35,1.356,16.75,11.66,41.06,2,Low_Oil_Level
226.92,12.22,3.112,42.67,56.22,32.4,83.11,3.252,15.56,13.55,38.04,0,Normal
231.73,11.7,2.793,44.06,54.6,37.09,80.26,3.224,13.97,10.54,32.68,0,Normal
213.41,8.09,8.008,46.18,90.37,30.33,82.6,27.317,40.04,44.19,64.81,3,Overcurrent_Short_Circuit
225.54,11.97,6.968,54.16,80.3,30.37,79.53,1.682,34.84,26.13,83.37,1,Overheating
223.47,12.51,2.893,51.2,70.45,32.0,53.36,7.321,14.46,19.26,36.2,2,Low_Oil_Level
227.81,12.15,2.963,52.68,58.1,34.72,40.11,2.243,14.81,5.42,36.01,2,Low_Oil_Level
231.43,12.13,5.587,58.5,83.24,31.44,75.31,0.45,27.94,24.74,67.77,1,Overheating
228.67,12.34,4.546,69.59,89.39,31.41,75.76,3.456,22.73,19.8,56.11,1,Overheating
221.38,7.8,10.072,61.4,72.45,28.98,85.82,32.51,50.36,11.05,78.52,3,Overcurrent_Short_Circuit
248.13,13.23,2.814,45.03,67.94,30.07,86.11,2.208,14.07,22.91,37.24,4,Voltage_Fault
227.94,12.14,3.061,43.06,71.06,30.67,47.01,2.071,15.3,27.99,37.15,2,Low_Oil_Level
250.0,13.57,2.942,40.48,61.43,36.27,86.28,0.94,14.71,20.95,39.92,4,Voltage_Fault
218.26,10.14,9.868,61.4,89.39,33.67,86.79,10.961,49.34,28.0,100.05,3,Overcurrent_Short_Circuit
248.52,14.14,2.989,38.86,62.3,33.22,83.49,9.041,14.95,23.45,42.26,4,Voltage_Fault
250.0,13.07,3.063,38.64,56.64,30.9,85.07,1.151,15.32,18.0,40.03,4,Voltage_Fault
234.65,11.66,3.286,45.71,53.13,27.24,87.78,4.785,16.43,7.41,38.3,0,Normal
227.23,12.41,3.093,39.84,58.75,31.74,85.18,4.697,15.46,18.91,38.39,0,Normal
230.74,11.3,3.207,50.41,67.77,34.09,35.08,6.104,16.03,17.36,36.25,2,Low_Oil_Level
225.78,10.13,9.591,68.29,82.68,30.2,86.28,14.044,47.96,14.39,97.11,3,Overcurrent_Short_Circuit
230.9,11.57,3.106,58.47,67.52,31.37,51.94,3.947,15.53,9.05,35.94,2,Low_Oil_Level
191.23,10.14,3.193,35.68,67.47,35.0,82.82,1.616,15.97,31.79,32.37,4,Voltage_Fault
229.92,11.51,5.614,66.87,85.24,31.76,70.3,4.013,28.07,18.36,64.64,1,Overheating
250.0,13.62,2.759,40.01,61.91,35.68,89.98,0.108,13.79,21.9,37.58,4,Voltage_Fault
228.9,11.73,3.042,48.43,67.21,32.19,42.04,1.798,15.21,18.78,35.68,2,Low_Oil_Level
222.34,11.83,2.965,55.77,69.12,32.55,57.83,2.015,14.82,13.35,35.08,2,Low_Oil_Level
233.62,12.28,6.511,63.75,83.42,33.76,80.11,0.784,32.55,19.67,79.98,1,Overheating
231.81,11.59,5.959,61.61,81.66,32.8,80.58,4.196,29.8,20.05,69.05,1,Overheating
249.61,13.13,3.142,39.82,59.8,28.18,85.74,0.834,15.71,19.98,41.27,4,Voltage_Fault
229.88,11.12,5.181,56.99,78.09,33.92,79.51,7.311,25.91,21.1,57.6,1,Overheating
215.23,9.74,9.229,61.8,75.93,29.68,84.59,13.252,46.15,14.12,89.91,3,Overcurrent_Short_Circuit
182.19,9.69,2.813,43.51,61.8,31.98,83.82,1.955,14.07,18.29,27.27,4,Voltage_Fault
232.11,11.84,6.007,54.28,77.83,29.46,84.01,2.262,30.04,23.55,71.1,1,Overheating
250.0,13.22,3.046,42.78,67.1,32.77,86.44,6.162,15.23,24.33,40.28,4,Voltage_Fault
230.17,12.29,6.341,73.78,81.38,32.53,78.31,2.371,31.7,7.6,77.95,1,Overheating
245.37,13.28,3.176,40.82,65.13,31.28,81.77,3.728,15.88,24.31,42.17,4,Voltage_Fault
233.53,11.95,5.812,69.94,96.11,29.01,73.69,1.908,29.06,26.17,69.46,1,Overheating
229.25,12.19,3.108,38.15,57.06,36.09,86.85,1.952,15.54,18.91,37.9,0,Normal
183.14,10.58,2.896,42.77,59.59,33.54,85.4,10.676,14.48,16.82,30.63,4,Voltage_Fault
228.85,12.17,6.742,64.0,88.52,28.58,85.28,1.915,33.71,24.52,82.04,1,Overheating
224.05,9.92,9.817,60.76,98.33,35.95,85.43,15.102,49.09,37.57,97.43,3,Overcurrent_Short_Circuit
250.0,13.2,3.101,45.01,61.33,33.06,85.94,2.993,15.51,16.32,40.93,4,Voltage_Fault
231.0,12.66,3.011,55.44,75.57,28.97,49.76,5.061,15.06,20.14,38.13,2,Low_Oil_Level
229.44,11.75,3.051,43.53,64.71,31.5,37.3,1.855,15.26,21.19,35.85,2,Low_Oil_Level
229.44,11.9,3.318,59.03,70.21,30.67,36.14,0.604,16.59,11.18,39.47,2,Low_Oil_Level
224.27,11.27,5.032,62.8,74.39,29.62,80.65,3.704,25.16,11.59,56.7,1,Overheating
233.04,12.51,3.128,37.96,57.81,32.25,81.92,2.915,15.64,19.85,39.14,0,Normal
213.27,10.01,8.983,61.91,78.15,37.6,82.73,10.066,44.91,16.23,89.9,3,Overcurrent_Short_Circuit
232.51,11.65,2.881,52.03,77.41,28.58,30.28,3.973,14.4,25.38,33.56,2,Low_Oil_Level
231.0,12.34,2.867,46.96,54.85,30.26,82.58,2.37,14.33,7.89,35.37,0,Normal
220.34,11.81,5.402,57.23,72.38,29.11,79.58,2.741,27.01,15.15,63.81,1,Overheating
231.92,11.74,2.814,41.04,67.45,28.96,83.42,3.015,14.07,26.41,33.02,0,Normal
224.79,11.59,6.401,66.04,97.05,33.43,79.68,1.141,32.0,31.01,74.21,1,Overheating
226.61,12.53,2.811,46.35,62.78,36.17,76.98,5.992,14.06,16.43,35.23,0,Normal
225.78,12.05,6.106,62.14,92.06,32.41,81.91,2.294,30.53,29.92,73.58,1,Overheating
231.78,12.08,6.923,56.47,86.62,29.39,80.79,0.069,34.62,30.14,83.67,1,Overheating
250.0,13.67,2.892,47.82,63.8,34.26,81.06,3.721,14.46,15.97,39.54,4,Voltage_Fault
233.38,12.06,3.359,47.57,69.52,31.0,35.78,0.97,16.79,21.95,40.5,2,Low_Oil_Level
235.6,11.66,3.123,53.31,76.92,30.15,52.4,5.18,15.61,23.6,36.4,2,Low_Oil_Level
250.0,13.79,3.015,41.62,68.0,29.91,86.05,4.49,15.08,26.39,41.58,4,Voltage_Fault
232.93,11.89,3.029,40.81,54.05,30.94,86.79,2.171,15.15,13.24,36.01,0,Normal
233.21,12.25,3.049,43.07,70.68,28.26,44.96,0.667,15.25,27.61,37.35,2,Low_Oil_Level
234.49,12.14,6.727,56.14,75.5,26.95,86.39,0.745,33.64,19.36,81.69,1,Overheating
231.14,12.37,3.015,45.74,64.1,24.88,31.74,2.539,15.08,18.36,37.29,2,Low_Oil_Level
250.0,13.87,2.893,37.61,57.35,33.91,86.3,0.266,14.47,19.74,40.14,4,Voltage_Fault
231.68,12.11,4.959,59.13,94.23,36.19,83.91,0.168,24.8,35.1,60.05,1,Overheating
212.05,8.66,8.353,51.26,76.41,32.21,88.33,21.697,41.76,25.15,72.36,3,Overcurrent_Short_Circuit
218.68,10.14,7.962,56.97,66.09,34.22,82.67,11.084,39.81,9.12,80.77,3,Overcurrent_Short_Circuit
228.83,12.4,3.418,46.86,75.43,31.0,51.9,3.863,17.09,28.57,42.38,2,Low_Oil_Level
226.16,12.09,3.149,43.14,57.35,28.7,83.71,2.482,15.75,14.21,38.08,0,Normal
231.03,11.79,6.051,75.32,83.76,35.15,82.46,2.181,30.26,8.44,71.35,1,Overheating
229.78,11.93,2.96,44.68,52.14,32.53,88.5,0.467,14.8,7.45,35.32,0,Normal
225.37,12.37,2.944,50.25,75.45,35.5,32.94,5.168,14.72,25.2,36.41,2,Low_Oil_Level
229.05,12.37,2.769,57.4,64.64,31.25,38.86,3.552,13.84,7.24,34.26,2,Low_Oil_Level
229.08,12.14,3.035,57.75,63.45,36.18,49.32,1.597,15.17,5.7,36.85,2,Low_Oil_Level
171.54,8.5,2.984,40.79,56.55,28.77,85.33,5.01,14.92,15.76,25.37,4,Voltage_Fault
231.65,11.1,2.99,46.43,71.52,29.67,36.91,8.187,14.95,25.08,33.18,2,Low_Oil_Level
213.65,7.6,10.798,55.89,66.69,31.91,78.69,31.866,53.99,10.8,82.01,3,Overcurrent_Short_Circuit
196.36,8.21,2.752,45.52,57.14,34.35,85.83,19.853,13.76,11.62,22.6,4,Voltage_Fault
216.86,9.34,8.878,58.39,69.09,30.48,82.37,17.427,44.39,10.7,82.95,3,Overcurrent_Short_Circuit
230.19,12.01,3.213,39.46,62.48,30.93,80.72,0.026,16.06,23.02,38.6,0,Normal
250.0,13.64,2.883,41.33,54.17,30.7,87.03,3.707,14.42,12.85,39.32,4,Voltage_Fault
225.55,12.04,6.61,64.33,87.26,26.43,82.51,2.298,33.05,22.94,79.57,1,Overheating
223.19,9.92,9.519,57.06,91.22,28.99,81.03,14.841,47.6,34.16,94.4,3,Overcurrent_Short_Circuit
250.0,12.68,3.032,37.47,52.66,30.02,87.38,5.966,15.16,15.19,38.45,4,Voltage_Fault
227.68,12.41,5.369,56.58,88.9,26.32,76.55,4.433,26.85,32.32,66.61,1,Overheating
227.72,11.94,2.686,46.87,67.35,32.48,44.12,0.504,13.43,20.48,32.07,2,Low_Oil_Level
226.25,11.8,2.803,43.0,60.09,30.14,88.38,0.064,14.02,17.09,33.07,0,Normal
234.03,11.9,5.572,68.77,97.9,34.25,83.01,2.54,27.86,29.13,66.3,1,Overheating
206.44,8.43,9.018,63.72,91.54,29.55,82.91,21.701,45.09,27.82,76.05,3,Overcurrent_Short_Circuit
250.0,13.78,3.202,36.12,58.83,33.84,83.36,2.132,16.01,22.7,44.13,4,Voltage_Fault
229.32,12.35,5.691,60.89,89.3,25.04,77.76,3.2,28.46,28.41,70.27,1,Overheating
228.92,11.97,3.005,47.25,75.62,30.93,43.1,0.229,15.02,28.37,35.97,2,Low_Oil_Level
227.2,11.58,5.431,58.37,91.61,26.16,78.1,2.321,27.16,33.24,62.89,1,Overheating
183.92,9.07,3.201,41.84,58.58,33.13,88.85,5.493,16.0,16.74,29.03,4,Voltage_Fault
231.27,12.16,2.82,53.06,68.83,30.87,54.59,0.758,14.1,15.77,34.28,2,Low_Oil_Level
232.44,12.17,3.075,38.96,56.53,32.47,86.82,0.33,15.37,17.58,37.41,0,Normal
225.95,11.85,2.998,47.6,70.8,30.28,36.41,0.524,14.99,23.2,35.52,2,Low_Oil_Level
232.35,11.98,5.992,68.74,93.03,30.65,76.32,1.17,29.96,24.29,71.79,1,Overheating
225.29,11.53,6.747,59.98,83.28,31.35,86.71,1.871,33.74,23.3,77.82,1,Overheating
231.98,12.67,2.867,53.43,71.98,32.24,38.56,4.669,14.34,18.55,36.32,2,Low_Oil_Level
172.83,10.27,2.754,44.57,60.64,32.58,79.95,13.909,13.77,16.08,28.28,4,Voltage_Fault
230.16,11.8,6.544,57.69,82.52,27.65,81.09,1.71,32.72,24.84,77.25,1,Overheating
222.46,9.76,8.162,39.97,83.8,34.61,86.34,15.882,40.81,43.83,79.69,3,Overcurrent_Short_Circuit
232.63,12.28,2.851,52.67,72.02,34.07,36.42,1.187,14.26,19.35,35.02,2,Low_Oil_Level
236.38,12.29,2.976,53.47,66.38,33.32,30.37,0.346,14.88,12.9,36.57,2,Low_Oil_Level
208.71,9.53,8.695,62.85,77.94,31.19,88.87,12.484,43.48,15.09,82.86,3,Overcurrent_Short_Circuit
239.39,14.48,3.032,39.01,62.93,27.32,81.99,15.968,15.16,23.92,43.92,4,Voltage_Fault
209.19,8.84,11.019,56.05,100.81,32.82,74.9,19.03,55.09,44.76,97.37,3,Overcurrent_Short_Circuit
230.62,12.31,6.55,58.14,97.93,31.99,82.69,2.346,32.75,39.79,80.66,1,Overheating
233.87,11.96,6.396,55.56,89.84,25.55,85.16,1.958,31.98,34.28,76.52,1,Overheating
228.46,12.37,2.882,40.84,56.92,32.8,78.24,3.791,14.41,16.09,35.66,0,Normal
250.0,13.84,2.93,43.8,59.04,28.7,84.68,1.602,14.65,15.23,40.55,4,Voltage_Fault
224.15,11.94,3.038,49.43,70.87,29.43,43.2,2.101,15.19,21.44,36.27,2,Low_Oil_Level
250.0,12.69,3.386,43.6,73.69,29.42,83.27,3.222,16.93,30.08,42.97,4,Voltage_Fault
230.58,11.66,2.852,58.38,68.25,31.81,49.71,3.083,14.26,9.87,33.25,2,Low_Oil_Level
234.6,12.17,2.797,36.94,51.7,32.29,88.37,0.54,13.99,14.76,34.05,0,Normal
229.31,12.11,3.023,50.26,72.52,31.43,49.48,1.198,15.12,22.26,36.61,2,Low_Oil_Level
228.83,11.54,6.106,55.24,99.29,31.04,81.43,3.333,30.53,44.05,70.46,1,Overheating
213.25,8.81,9.393,57.89,76.72,26.14,82.62,20.794,46.96,18.84,82.77,3,Overcurrent_Short_Circuit
229.58,11.75,2.817,58.04,65.65,28.38,31.96,1.936,14.08,7.61,33.08,2,Low_Oil_Level
229.42,11.89,5.357,69.42,75.58,34.35,84.01,0.706,26.78,6.16,63.67,1,Overheating
230.97,11.85,6.006,63.87,93.57,30.35,85.75,1.639,30.03,29.71,71.2,1,Overheating
230.2,11.99,3.204,40.77,47.59,31.54,92.48,0.149,16.02,6.83,38.43,0,Normal
230.6,11.42,3.04,58.92,71.17,34.89,45.5,5.042,15.2,12.25,34.73,2,Low_Oil_Level
231.45,11.96,6.782,60.75,97.93,32.96,78.61,0.968,33.91,37.19,81.1,1,Overheating
225.47,12.12,3.225,56.83,63.55,32.19,33.05,3.02,16.13,6.72,39.09,2,Low_Oil_Level
225.77,7.79,9.904,54.36,80.5,30.92,82.93,33.826,49.52,26.14,77.2,3,Overcurrent_Short_Circuit
250.0,14.18,2.944,37.26,63.06,30.54,88.59,2.263,14.72,25.8,41.76,4,Voltage_Fault
207.69,10.67,3.066,41.48,65.04,29.97,81.54,1.491,15.33,23.56,32.73,4,Voltage_Fault
229.01,11.96,3.037,57.56,51.24,33.33,47.76,0.072,15.19,-6.32,36.32,2,Low_Oil_Level
235.89,11.96,3.011,47.09,59.75,31.91,83.86,2.836,15.06,12.67,36.01,0,Normal
229.38,12.28,4.737,70.79,94.91,31.16,83.33,2.59,23.69,24.12,58.16,1,Overheating
230.99,12.07,2.978,45.66,55.32,33.26,80.36,0.167,14.89,9.66,35.95,0,Normal
230.12,11.77,5.776,57.48,91.77,35.37,78.78,1.967,28.88,34.3,67.99,1,Overheating
226.49,12.18,3.005,48.53,67.95,30.49,47.26,3.077,15.02,19.42,36.6,2,Low_Oil_Level
234.76,12.21,3.179,35.54,59.64,34.57,87.76,0.292,15.9,24.09,38.82,0,Normal
227.9,11.94,3.072,42.47,58.37,34.73,84.5,0.394,15.36,15.9,36.68,0,Normal
232.86,11.78,3.132,47.0,58.19,31.56,83.57,3.003,15.66,11.19,36.91,0,Normal
225.23,12.11,2.851,52.97,80.14,34.19,35.12,3.091,14.25,27.16,34.54,2,Low_Oil_Level
226.14,12.49,6.226,59.13,83.52,33.85,78.79,5.841,31.13,24.39,77.74,1,Overheating
236.43,11.76,2.818,38.16,48.75,32.77,84.33,4.675,14.09,10.59,33.14,0,Normal
225.49,12.29,2.982,49.63,71.36,34.04,53.35,4.443,14.91,21.73,36.65,2,Low_Oil_Level
227.06,12.62,3.032,45.02,60.17,31.31,83.18,6.503,15.16,15.14,38.25,0,Normal
166.67,8.59,3.086,41.96,60.8,31.34,89.31,1.26,15.43,18.85,26.49,4,Voltage_Fault
228.15,11.61,3.167,47.94,70.6,33.09,48.05,2.482,15.83,22.66,36.76,2,Low_Oil_Level
250.0,13.5,3.129,38.47,62.79,29.62,88.84,3.109,15.65,24.32,42.26,4,Voltage_Fault
229.67,12.4,3.417,56.39,62.39,33.69,48.54,3.464,17.09,6.0,42.37,2,Low_Oil_Level
229.9,11.36,3.09,43.12,52.74,32.02,87.59,5.264,15.45,9.62,35.11,0,Normal
250.0,13.5,3.056,42.2,61.64,30.85,83.58,0.509,15.28,19.44,41.25,4,Voltage_Fault
223.47,11.93,3.007,43.65,58.9,32.05,49.66,2.288,15.04,15.25,35.87,2,Low_Oil_Level
244.29,13.1,3.158,43.56,68.23,31.75,88.85,2.795,15.79,24.67,41.38,4,Voltage_Fault
214.78,10.09,10.098,64.38,87.84,33.15,75.75,9.939,50.49,23.45,101.91,3,Overcurrent_Short_Circuit
232.25,11.66,3.082,54.23,62.67,29.72,38.24,3.766,15.41,8.44,35.94,2,Low_Oil_Level
248.44,13.79,2.705,39.79,59.84,29.55,86.34,6.364,13.52,20.05,37.29,4,Voltage_Fault
231.86,11.79,3.072,41.74,42.29,33.74,84.51,2.52,15.36,0.55,36.22,0,Normal
193.17,10.93,2.904,42.6,64.65,30.61,83.62,8.426,14.52,22.06,31.73,4,Voltage_Fault
210.34,9.17,11.274,61.19,80.74,36.51,87.96,16.434,56.37,19.55,103.39,3,Overcurrent_Short_Circuit
250.0,13.94,3.239,45.36,72.83,31.0,79.32,4.534,16.2,27.47,45.16,4,Voltage_Fault
222.75,7.57,10.715,57.72,77.3,29.89,87.88,34.84,53.58,19.58,81.14,3,Overcurrent_Short_Circuit
250.0,13.79,3.153,38.77,52.18,28.71,82.09,1.192,15.76,13.41,43.47,4,Voltage_Fault
232.14,12.36,3.047,39.45,57.66,28.26,85.43,2.02,15.24,18.21,37.65,0,Normal
216.66,8.6,8.711,64.71,65.43,32.28,87.55,23.915,43.56,0.72,74.92,3,Overcurrent_Short_Circuit
220.05,7.63,8.162,61.49,75.38,35.18,87.08,33.534,40.81,13.89,62.28,3,Overcurrent_Short_Circuit
211.0,7.57,9.23,63.17,68.83,37.4,84.02,31.208,46.15,5.67,69.9,3,Overcurrent_Short_Circuit
230.58,12.25,2.83,48.94,67.08,29.85,33.34,1.798,14.15,18.14,34.66,2,Low_Oil_Level
215.4,9.56,9.049,65.71,85.61,31.68,84.53,14.966,45.24,19.9,86.47,3,Overcurrent_Short_Circuit
236.01,12.56,6.361,60.4,94.18,34.97,78.38,2.008,31.81,33.78,79.9,1,Overheating
226.76,11.47,2.993,43.99,52.69,33.07,80.78,3.034,14.97,8.69,34.34,0,Normal
229.3,12.61,6.057,66.19,95.44,34.93,80.92,5.415,30.29,29.25,76.39,1,Overheating
228.29,11.88,3.078,49.0,72.67,33.52,26.84,0.278,15.39,23.67,36.56,2,Low_Oil_Level
218.6,7.74,7.117,62.63,87.55,34.89,89.63,32.168,35.59,24.92,55.06,3,Overcurrent_Short_Circuit
231.99,12.52,2.89,50.86,74.34,33.03,43.12,3.398,14.45,23.48,36.17,2,Low_Oil_Level
231.14,11.55,2.82,38.87,48.24,33.14,85.17,4.237,14.1,9.37,32.56,0,Normal
231.63,12.17,3.448,34.52,59.3,30.35,84.78,0.741,17.24,24.78,41.98,0,Normal
228.01,11.93,3.055,39.1,56.99,33.88,83.89,0.301,15.28,17.88,36.45,0,Normal
230.05,12.02,3.086,58.2,72.83,30.49,37.57,0.154,15.43,14.62,37.09,2,Low_Oil_Level
250.0,12.92,3.08,46.89,61.33,32.61,81.75,8.623,15.4,14.44,39.78,4,Voltage_Fault
228.37,11.56,2.853,56.84,72.1,22.86,40.81,2.994,14.27,15.26,32.98,2,Low_Oil_Level
225.32,11.95,2.968,48.99,66.31,34.39,46.39,1.677,14.84,17.32,35.48,2,Low_Oil_Level
218.66,9.36,7.988,59.5,80.04,32.8,88.86,17.935,39.94,20.54,74.79,3,Overcurrent_Short_Circuit
219.7,8.64,10.098,53.05,79.32,31.35,87.95,24.621,50.49,26.27,87.25,3,Overcurrent_Short_Circuit
176.08,8.93,3.033,47.9,72.97,27.81,81.38,2.761,15.16,25.07,27.09,4,Voltage_Fault
230.25,11.43,3.009,53.62,75.59,31.57,32.71,4.845,15.05,21.97,34.4,2,Low_Oil_Level
237.21,12.18,6.54,56.22,79.54,32.29,81.54,1.624,32.7,23.31,79.63,1,Overheating
233.86,12.29,6.394,63.59,96.95,29.43,84.04,0.763,31.97,33.36,78.61,1,Overheating
233.38,12.1,3.228,43.65,57.51,32.21,83.97,0.645,16.14,13.85,39.05,0,Normal
250.0,13.24,3.036,39.86,67.0,33.39,79.67,1.25,15.18,27.14,40.2,4,Voltage_Fault
226.07,9.33,10.441,63.43,91.38,31.57,81.56,20.9,52.2,27.95,97.41,3,Overcurrent_Short_Circuit
227.68,11.73,3.185,42.39,55.89,35.97,83.72,1.216,15.93,13.5,37.38,0,Normal
250.0,13.42,2.884,44.12,69.34,34.3,85.34,2.139,14.42,25.22,38.71,4,Voltage_Fault
233.43,12.06,2.616,45.15,53.18,28.04,86.66,0.973,13.08,8.03,31.55,0,Normal
215.53,9.73,11.178,62.3,73.07,34.82,88.25,13.473,55.89,10.77,108.77,3,Overcurrent_Short_Circuit
211.42,7.37,9.24,57.06,73.36,32.07,86.4,33.146,46.2,16.29,68.14,3,Overcurrent_Short_Circuit
232.16,12.41,2.775,49.91,64.27,29.12,50.17,2.483,13.87,14.35,34.44,2,Low_Oil_Level
222.65,7.25,8.811,54.89,94.53,33.86,89.63,37.613,44.06,39.64,63.86,3,Overcurrent_Short_Circuit
228.83,11.95,6.643,59.71,84.93,35.89,78.71,0.094,33.21,25.22,79.38,1,Overheating
217.9,8.01,11.601,56.82,100.04,31.25,80.74,29.532,58.0,43.22,92.93,3,Overcurrent_Short_Circuit
230.59,12.16,2.921,42.15,54.51,32.09,86.5,1.044,14.6,12.36,35.5,0,Normal
230.19,12.7,2.865,54.79,67.37,32.9,35.56,5.706,14.33,12.57,36.38,2,Low_Oil_Level
217.31,9.5,7.627,57.37,93.66,31.98,86.7,16.182,38.14,36.3,72.48,3,Overcurrent_Short_Circuit
232.55,11.71,2.745,45.93,64.65,31.42,35.7,3.487,13.73,18.72,32.15,2,Low_Oil_Level
250.0,13.01,2.738,46.96,52.98,31.92,83.46,4.062,13.69,6.01,35.63,4,Voltage_Fault
221.7,8.51,10.917,61.47,82.1,36.1,85.5,26.451,54.58,20.62,92.87,3,Overcurrent_Short_Circuit
235.47,12.25,2.82,53.51,64.19,39.33,40.34,0.324,14.1,10.69,34.54,2,Low_Oil_Level
250.0,13.27,3.024,40.45,73.81,29.93,89.41,0.033,15.12,33.36,40.14,4,Voltage_Fault
250.0,13.17,3.112,41.48,62.4,26.48,87.96,3.755,15.56,20.92,40.98,4,Voltage_Fault
231.68,11.99,3.158,49.53,70.27,33.19,34.78,0.787,15.79,20.74,37.87,2,Low_Oil_Level
226.78,7.45,8.114,61.58,74.27,33.8,86.08,37.05,40.57,12.69,60.43,3,Overcurrent_Short_Circuit
229.08,12.32,2.71,48.04,72.79,28.75,57.07,3.11,13.55,24.75,33.4,2,Low_Oil_Level
250.0,13.14,3.125,39.29,65.06,28.39,85.67,4.602,15.62,25.76,41.05,4,Voltage_Fault
231.9,11.81,2.973,39.65,57.58,33.74,78.35,2.362,14.87,17.93,35.13,0,Normal
233.75,11.7,5.566,66.45,89.01,31.65,79.24,4.074,27.83,22.56,65.11,1,Overheating
171.82,9.51,2.998,40.25,67.43,28.13,86.45,6.037,14.99,27.18,28.5,4,Voltage_Fault
250.0,13.6,3.178,43.52,58.49,31.49,83.65,0.65,15.89,14.97,43.21,4,Voltage_Fault
236.87,11.83,6.328,69.54,83.68,35.78,79.49,4.302,31.64,14.13,74.84,1,Overheating
228.12,12.32,5.982,59.72,80.77,31.61,83.51,3.488,29.91,21.05,73.68,1,Overheating
224.46,11.91,3.113,46.41,58.84,36.81,45.64,1.691,15.57,12.43,37.08,2,Low_Oil_Level
230.22,12.08,2.945,44.67,57.78,30.47,84.02,0.609,14.72,13.12,35.58,0,Normal
227.48,11.9,6.436,61.15,86.7,28.04,80.23,0.241,32.18,25.55,76.57,1,Overheating
228.8,11.95,3.23,47.86,63.39,28.26,90.36,0.128,16.15,15.53,38.61,0,Normal
226.89,11.8,2.889,43.43,68.92,32.06,36.88,0.359,14.45,25.49,34.08,2,Low_Oil_Level
230.65,11.59,3.119,35.92,60.42,33.27,83.91,3.696,15.59,24.5,36.14,0,Normal
242.02,14.28,3.005,42.79,67.02,33.71,85.63,13.06,15.03,24.23,42.9,4,Voltage_Fault
193.47,9.92,2.974,43.66,57.76,29.78,80.99,1.76,14.87,14.1,29.49,4,Voltage_Fault
247.9,13.64,2.988,40.79,70.33,32.45,85.41,5.438,14.94,29.53,40.75,4,Voltage_Fault
229.57,12.45,3.124,42.38,53.46,34.88,85.92,3.946,15.62,11.08,38.9,0,Normal
230.14,12.25,2.95,52.03,75.3,30.79,44.13,1.993,14.75,23.27,36.13,2,Low_Oil_Level
232.75,12.31,2.924,41.83,58.44,31.96,84.07,1.365,14.62,16.61,35.99,0,Normal
230.5,12.05,3.033,46.83,59.67,33.8,92.32,0.182,15.16,12.84,36.54,0,Normal
228.4,12.45,5.768,61.24,92.59,29.06,77.64,4.48,28.84,31.36,71.81,1,Overheating
231.35,11.78,3.047,49.62,73.11,29.49,30.67,2.424,15.23,23.49,35.89,2,Low_Oil_Level
246.94,13.78,2.868,41.81,57.07,33.57,85.22,6.935,14.34,15.26,39.52,4,Voltage_Fault
250.0,14.02,3.042,40.83,63.7,33.04,86.05,0.761,15.21,22.87,42.64,4,Voltage_Fault
210.22,8.98,11.548,53.23,91.76,29.9,80.4,18.152,57.74,38.53,103.67,3,Overcurrent_Short_Circuit
227.29,12.21,2.894,41.61,73.93,33.8,36.95,2.959,14.47,32.32,35.34,2,Low_Oil_Level
228.29,11.8,2.923,41.55,64.37,27.5,90.08,0.939,14.62,22.83,34.49,0,Normal
230.28,12.45,2.979,42.7,53.45,32.84,80.99,3.628,14.9,10.74,37.09,0,Normal
